State,Date,Population,Food Wasted (Tonnes),Wastage by Type,Sector,Greenhouse Gas Emissions (CO2eq),Waste Disposal Method,Food Insecurity Rate (%),Cold Chain Infrastructure,Economic Cost of Waste (INR Cr)
Haryana,2022-12-01,29585316,135599.37,"{'Fruits': 33899.84206781335, 'Vegetables': 40679.810481376015, 'Grains': 27119.87365425068, 'Dairy': 20339.905240688007, 'Meat': 6779.96841356267, 'Processed Foods': 6779.96841356267}",Agriculture,118579.97,"{'Landfill': 68844.10000545514, 'Composting': 40673.74436759851, 'Recycling': 13860.087335489752}",28.6,Medium,22064626.41
Himachal Pradesh,2022-12-01,7268410,33313.55,"{'Fruits': 8328.38733455458, 'Vegetables': 9994.064801465496, 'Grains': 6662.709867643664, 'Dairy': 4997.032400732748, 'Meat': 1665.677466910916, 'Processed Foods': 1665.677466910916}",Retail,28223.71,"{'Landfill': 18295.949791537554, 'Composting': 3682.2622193464954, 'Recycling': 4765.394403879612}",12.29,High,1331751.08
Jharkhand,2022-12-01,38363108,175830.91,"{'Fruits': 43957.72827045403, 'Vegetables': 52749.27392454483, 'Grains': 35166.18261636322, 'Dairy': 26374.636962272416, 'Meat': 8791.545654090805, 'Processed Foods': 8791.545654090805}",Household,160788.63,"{'Landfill': 112661.54091822126, 'Composting': 30406.571893101922, 'Recycling': 22942.853608179434}",29.86,Low,37099811.99
Karnataka,2022-12-01,72175843,330805.95,"{'Fruits': 82701.48732951724, 'Vegetables': 99241.7847954207, 'Grains': 66161.18986361379, 'Dairy': 49620.89239771035, 'Meat': 16540.297465903448, 'Processed Foods': 16540.297465903448}",Household,282607.06,"{'Landfill': 192407.755631684, 'Composting': 78474.0209245978, 'Recycling': 38528.38636131971}",28.07,Low,131319091.33
Kerala,2022-12-01,39922621,182978.68,"{'Fruits': 45744.67024454246, 'Vegetables': 54893.60429345095, 'Grains': 36595.73619563397, 'Dairy': 27446.802146725477, 'Meat': 9148.934048908492, 'Processed Foods': 9148.934048908492}",Food Processing,158429.18,"{'Landfill': 118834.4900725326, 'Composting': 46960.29656909415, 'Recycling': 25062.962513116647}",14.0,High,40177437.23
Madhya Pradesh,2022-12-01,85039542,389764.57,"{'Fruits': 97441.14249617326, 'Vegetables': 116929.37099540791, 'Grains': 77952.9139969386, 'Dairy': 58464.685497703955, 'Meat': 19488.22849923465, 'Processed Foods': 19488.22849923465}",Retail,455707.79,"{'Landfill': 240959.98669283875, 'Composting': 67721.44708795863, 'Recycling': 45606.39937624765}",15.75,Low,182299704.02
Maharashtra,2022-12-01,133463807,611709.12,"{'Fruits': 152927.2791271973, 'Vegetables': 183512.73495263676, 'Grains': 122341.82330175786, 'Dairy': 91756.36747631838, 'Meat': 30585.455825439465, 'Processed Foods': 30585.455825439465}",Agriculture,606949.66,"{'Landfill': 384010.2027695538, 'Composting': 165460.37133022607, 'Recycling': 103765.65607423802}",31.43,Low,449025651.86
Manipur,2022-12-01,2564350,11753.27,"{'Fruits': 2938.31776001576, 'Vegetables': 3525.981312018912, 'Grains': 2350.6542080126083, 'Dairy': 1762.990656009456, 'Meat': 587.6635520031521, 'Processed Foods': 587.6635520031521}",Hospitality,12213.15,"{'Landfill': 7616.124880674651, 'Composting': 1887.3594974412774, 'Recycling': 2030.4850062749233}",22.35,Medium,165767.26
Meghalaya,2022-12-01,2764803,12672.02,"{'Fruits': 3168.0037565825455, 'Vegetables': 3801.6045078990546, 'Grains': 2534.4030052660364, 'Dairy': 1900.8022539495273, 'Meat': 633.6007513165091, 'Processed Foods': 633.6007513165091}",Retail,11405.15,"{'Landfill': 8004.972966694388, 'Composting': 3594.5161115828782, 'Recycling': 1734.2378334130738}",32.2,Medium,192695.96
Mizoram,2022-12-01,1027765,4710.59,"{'Fruits': 1177.6482050309583, 'Vegetables': 1413.17784603715, 'Grains': 942.1185640247667, 'Dairy': 706.588923018575, 'Meat': 235.52964100619167, 'Processed Foods': 235.52964100619167}",Household,4212.82,"{'Landfill': 2396.3949319149992, 'Composting': 898.2688130053751, 'Recycling': 599.1580183092207}",17.01,Medium,26627.62
Nagaland,2022-12-01,2386325,10937.33,"{'Fruits': 2734.3312624839323, 'Vegetables': 3281.1975149807186, 'Grains': 2187.465009987146, 'Dairy': 1640.5987574903593, 'Meat': 546.8662524967865, 'Processed Foods': 546.8662524967865}",Food Processing,10645.93,"{'Landfill': 6689.442153217214, 'Composting': 2618.8636777268453, 'Recycling': 1565.786650864833}",10.99,Medium,143550.1
Odisha,2022-12-01,50255895,230339.52,"{'Fruits': 57584.880465922506, 'Vegetables': 69101.85655910701, 'Grains': 46067.904372738005, 'Dairy': 34550.928279553504, 'Meat': 11516.976093184501, 'Processed Foods': 11516.976093184501}",Retail,250086.65,"{'Landfill': 135757.77122909453, 'Composting': 27017.39877867517, 'Recycling': 35846.98398407994}",25.27,High,63667554.4
Punjab,2022-12-01,32540898,149145.78,"{'Fruits': 37286.446120196226, 'Vegetables': 44743.73534423547, 'Grains': 29829.156896156983, 'Dairy': 22371.867672117736, 'Meat': 7457.289224039246, 'Processed Foods': 7457.289224039246}",Agriculture,142794.11,"{'Landfill': 85604.05078388315, 'Composting': 34223.4598543007, 'Recycling': 24710.945022635286}",10.41,Medium,26693358.03
Rajasthan,2022-12-01,81100954,371712.71,"{'Fruits': 92928.17755820883, 'Vegetables': 111513.8130698506, 'Grains': 74342.54204656706, 'Dairy': 55756.9065349253, 'Meat': 18585.635511641765, 'Processed Foods': 18585.635511641765}",Food Processing,362996.13,"{'Landfill': 206444.66316428882, 'Composting': 37329.68125225077, 'Recycling': 55864.29989356417}",20.42,High,165804406.74
Sikkim,2022-12-01,647045,2965.62,"{'Fruits': 741.4061530161471, 'Vegetables': 889.6873836193764, 'Grains': 593.1249224129177, 'Dairy': 444.8436918096882, 'Meat': 148.28123060322943, 'Processed Foods': 148.28123060322943}",Food Processing,3539.18,"{'Landfill': 1854.1729962837062, 'Composting': 829.3743995688711, 'Recycling': 454.415953620209}",23.18,Medium,10553.92
Tamil Nadu,2022-12-01,84352652,386616.33,"{'Fruits': 96654.0814678233, 'Vegetables': 115984.89776138795, 'Grains': 77323.26517425865, 'Dairy': 57992.44888069398, 'Meat': 19330.81629356466, 'Processed Foods': 19330.81629356466}",Retail,462218.6,"{'Landfill': 205423.5503399217, 'Composting': 109367.94355036163, 'Recycling': 53356.194994486956}",13.0,Medium,179366620.12
Telangana,2022-12-01,41072684,188249.8,"{'Fruits': 47062.45104603569, 'Vegetables': 56474.941255242826, 'Grains': 37649.960836828555, 'Dairy': 28237.470627621413, 'Meat': 9412.490209207139, 'Processed Foods': 9412.490209207139}",Agriculture,157818.04,"{'Landfill': 116903.15702735088, 'Composting': 33378.0655645034, 'Recycling': 18888.394058176364}",27.69,Medium,42525586.53
Tripura,2022-12-01,3818365,17500.84,"{'Fruits': 4375.210917943051, 'Vegetables': 5250.253101531661, 'Grains': 3500.168734354441, 'Dairy': 2625.1265507658304, 'Meat': 875.0421835886102, 'Processed Foods': 875.0421835886102}",Hospitality,20093.17,"{'Landfill': 9002.63215964905, 'Composting': 3499.685214645978, 'Recycling': 2557.5237377061235}",27.39,Medium,367535.44
Uttar Pradesh,2022-12-01,233449052,1069974.82,"{'Fruits': 267493.7057486682, 'Vegetables': 320992.4468984018, 'Grains': 213994.96459893454, 'Dairy': 160496.2234492009, 'Meat': 53498.741149733636, 'Processed Foods': 53498.741149733636}",Food Processing,1027536.9,"{'Landfill': 636190.8888567083, 'Composting': 257320.82589048875, 'Recycling': 178373.2157773179}",24.68,Medium,1373815346.21
Uttarakhand,2022-12-01,11850740,54315.89,"{'Fruits': 13578.973679411709, 'Vegetables': 16294.76841529405, 'Grains': 10863.178943529369, 'Dairy': 8147.384207647025, 'Meat': 2715.794735882342, 'Processed Foods': 2715.794735882342}",Hospitality,64505.59,"{'Landfill': 32561.148133355524, 'Composting': 9593.815831112024, 'Recycling': 10449.486837813756}",23.05,Low,3540259.7
West Bengal,2022-12-01,105886919,485315.05,"{'Fruits': 121328.76242830988, 'Vegetables': 145594.51491397186, 'Grains': 97063.00994264791, 'Dairy': 72797.25745698593, 'Meat': 24265.75248566198, 'Processed Foods': 24265.75248566198}",Hospitality,535687.92,"{'Landfill': 302027.51888864045, 'Composting': 140767.54809821732, 'Recycling': 70056.90378192834}",21.9,Low,282636836.97
Andhra Pradesh,2023-01-01,92204301,422603.05,"{'Fruits': 105650.7622779922, 'Vegetables': 126780.91473359063, 'Grains': 84520.60982239376, 'Dairy': 63390.457366795315, 'Meat': 21130.15245559844, 'Processed Foods': 21130.15245559844}",Hospitality,345696.26,"{'Landfill': 254100.33651351294, 'Composting': 89705.0214088638, 'Recycling': 61009.33895600664}",34.8,Low,214312004.54
Arunachal Pradesh,2023-01-01,1282565,5878.42,"{'Fruits': 1469.6058340642062, 'Vegetables': 1763.5270008770474, 'Grains': 1175.684667251365, 'Dairy': 881.7635004385237, 'Meat': 293.92116681284125, 'Processed Foods': 293.92116681284125}",Agriculture,6948.71,"{'Landfill': 3249.897889416804, 'Composting': 885.0302362556619, 'Recycling': 1095.606525303079}",27.85,Medium,41467.03
Assam,2023-01-01,31858511,146018.18,"{'Fruits': 36504.54492924717, 'Vegetables': 43805.4539150966, 'Grains': 29203.635943397734, 'Dairy': 21902.7269575483, 'Meat': 7300.9089858494335, 'Processed Foods': 7300.9089858494335}",Hospitality,136594.57,"{'Landfill': 89178.84054162007, 'Composting': 29218.04449281275, 'Recycling': 20607.46133664773}",30.61,High,25585570.57
Bihar,2023-01-01,123886761,567814.32,"{'Fruits': 141953.58054240796, 'Vegetables': 170344.29665088953, 'Grains': 113562.86443392637, 'Dairy': 85172.14832544477, 'Meat': 28390.716108481593, 'Processed Foods': 28390.716108481593}",Hospitality,551747.85,"{'Landfill': 384972.4837916004, 'Composting': 89570.64136737263, 'Recycling': 58063.651837039964}",30.98,Low,386895725.35
Chhattisgarh,2023-01-01,30420075,139425.35,"{'Fruits': 34856.336554138106, 'Vegetables': 41827.60386496573, 'Grains': 27885.069243310485, 'Dairy': 20913.801932482864, 'Meat': 6971.267310827621, 'Processed Foods': 6971.267310827621}",Household,138687.71,"{'Landfill': 87427.94715910491, 'Composting': 22599.63652124275, 'Recycling': 15455.258505981012}",17.67,Medium,23327312.6
Goa,2023-01-01,1598388,7325.95,"{'Fruits': 1831.4865352255447, 'Vegetables': 2197.7838422706536, 'Grains': 1465.1892281804357, 'Dairy': 1098.8919211353268, 'Meat': 366.29730704510894, 'Processed Foods': 366.29730704510894}",Agriculture,6646.27,"{'Landfill': 3853.0618995431237, 'Composting': 1100.2765764372518, 'Recycling': 1045.7918588928487}",23.98,High,64403.38
Gujarat,2023-01-01,72046431,330212.81,"{'Fruits': 82553.20232372663, 'Vegetables': 99063.84278847194, 'Grains': 66042.56185898131, 'Dairy': 49531.92139423597, 'Meat': 16510.640464745327, 'Processed Foods': 16510.640464745327}",Agriculture,296173.62,"{'Landfill': 197793.84111272986, 'Composting': 81926.84987533433, 'Recycling': 51524.25787522577}",37.25,High,130848599.31
Haryana,2023-01-01,30362445,139161.21,"{'Fruits': 34790.302471634415, 'Vegetables': 41748.3629659613, 'Grains': 27832.241977307534, 'Dairy': 20874.18148298065, 'Meat': 6958.060494326884, 'Processed Foods': 6958.060494326884}",Retail,116861.24,"{'Landfill': 95565.52115551798, 'Composting': 24819.71402009658, 'Recycling': 17401.613794685676}",14.36,Low,23239010.8
Himachal Pradesh,2023-01-01,7222871,33104.83,"{'Fruits': 8276.206992212805, 'Vegetables': 9931.448390655365, 'Grains': 6620.965593770245, 'Dairy': 4965.7241953276825, 'Meat': 1655.2413984425611, 'Processed Foods': 1655.2413984425611}",Household,27662.01,"{'Landfill': 19342.703110383074, 'Composting': 4129.260437323161, 'Recycling': 4429.11611837394}",24.5,High,1315115.56
Jharkhand,2023-01-01,40178923,184153.4,"{'Fruits': 46038.350056902236, 'Vegetables': 55246.02006828268, 'Grains': 36830.68004552179, 'Dairy': 27623.01003414134, 'Meat': 9207.670011380447, 'Processed Foods': 9207.670011380447}",Retail,163299.73,"{'Landfill': 92322.99423427862, 'Composting': 23751.564034018447, 'Recycling': 33676.71932683874}",27.25,Low,40694969.78
Karnataka,2023-01-01,72769722,333527.89,"{'Fruits': 83381.97351989402, 'Vegetables': 100058.36822387282, 'Grains': 66705.57881591521, 'Dairy': 50029.18411193641, 'Meat': 16676.394703978804, 'Processed Foods': 16676.394703978804}",Food Processing,277136.38,"{'Landfill': 172161.7435880367, 'Composting': 58064.43142503416, 'Recycling': 60225.74238486996}",18.76,Medium,133489027.35
Kerala,2023-01-01,39405510,180608.59,"{'Fruits': 45152.147236699166, 'Vegetables': 54182.576684039, 'Grains': 36121.71778935933, 'Dairy': 27091.2883420195, 'Meat': 9030.429447339833, 'Processed Foods': 9030.429447339833}",Hospitality,178440.33,"{'Landfill': 100454.85550487242, 'Composting': 42832.218301865134, 'Recycling': 19593.16273079029}",29.28,High,39143354.88
Madhya Pradesh,2023-01-01,85905155,393731.96,"{'Fruits': 98432.99085847237, 'Vegetables': 118119.58903016684, 'Grains': 78746.39268677791, 'Dairy': 59059.79451508342, 'Meat': 19686.598171694477, 'Processed Foods': 19686.598171694477}",Household,469288.84,"{'Landfill': 231079.3003891411, 'Composting': 100905.44497488115, 'Recycling': 45662.02023620944}",27.5,High,186029830.84
Maharashtra,2023-01-01,132769226,608525.62,"{'Fruits': 152131.40526577638, 'Vegetables': 182557.68631893166, 'Grains': 121705.12421262111, 'Dairy': 91278.84315946583, 'Meat': 30426.28105315528, 'Processed Foods': 30426.28105315528}",Household,499805.67,"{'Landfill': 350134.3180101878, 'Composting': 157339.54448389946, 'Recycling': 116477.75812368716}",27.48,Low,444364117.79
Manipur,2023-01-01,2590344,11872.41,"{'Fruits': 2968.102553700604, 'Vegetables': 3561.7230644407246, 'Grains': 2374.4820429604833, 'Dairy': 1780.8615322203623, 'Meat': 593.6205107401208, 'Processed Foods': 593.6205107401208}",Household,14131.91,"{'Landfill': 7625.926000045401, 'Composting': 2030.1746583793115, 'Recycling': 1830.7198218075316}",38.76,Medium,169144.95
Meghalaya,2023-01-01,2739799,12557.42,"{'Fruits': 3139.3537952258393, 'Vegetables': 3767.224554271007, 'Grains': 2511.4830361806717, 'Dairy': 1883.6122771355035, 'Meat': 627.8707590451679, 'Processed Foods': 627.8707590451679}",Hospitality,13474.61,"{'Landfill': 6976.7003286456475, 'Composting': 2036.2295575365367, 'Recycling': 1816.0815892193452}",28.23,High,189226.41
Mizoram,2023-01-01,1080049,4950.23,"{'Fruits': 1237.556687249029, 'Vegetables': 1485.0680246988347, 'Grains': 990.0453497992232, 'Dairy': 742.5340123494174, 'Meat': 247.5113374498058, 'Processed Foods': 247.5113374498058}",Food Processing,4110.9,"{'Landfill': 3228.4047185733225, 'Composting': 565.6327674331799, 'Recycling': 513.5844277943481}",12.28,Low,29405.69
Nagaland,2023-01-01,2395670,10980.15,"{'Fruits': 2745.0387431489085, 'Vegetables': 3294.04649177869, 'Grains': 2196.030994519127, 'Dairy': 1647.023245889345, 'Meat': 549.0077486297818, 'Processed Foods': 549.0077486297818}",Hospitality,12039.15,"{'Landfill': 7233.586193128239, 'Composting': 2819.698562507538, 'Recycling': 1910.8905783183823}",21.82,High,144676.56
Odisha,2023-01-01,51101270,234214.16,"{'Fruits': 58553.53906040737, 'Vegetables': 70264.24687248885, 'Grains': 46842.8312483259, 'Dairy': 35132.12343624442, 'Meat': 11710.707812081475, 'Processed Foods': 11710.707812081475}",Retail,193631.61,"{'Landfill': 142449.53947940934, 'Composting': 54024.338936899476, 'Recycling': 45716.44387250853}",16.21,Medium,65827525.18
Punjab,2023-01-01,33729593,154593.97,"{'Fruits': 38648.49310805698, 'Vegetables': 46378.191729668375, 'Grains': 30918.794486445586, 'Dairy': 23189.095864834188, 'Meat': 7729.698621611396, 'Processed Foods': 7729.698621611396}",Agriculture,124490.64,"{'Landfill': 96389.67353053704, 'Composting': 32049.301219145975, 'Recycling': 26741.534226057574}",24.09,Low,28679155.57
Rajasthan,2023-01-01,81518523,373626.57,"{'Fruits': 93406.64175185087, 'Vegetables': 112087.97010222104, 'Grains': 74725.3134014807, 'Dairy': 56043.98505111052, 'Meat': 18681.328350370175, 'Processed Foods': 18681.328350370175}",Agriculture,397802.15,"{'Landfill': 242305.61309095233, 'Composting': 75071.6610365692, 'Recycling': 45125.546047731965}",30.88,Medium,167516173.89
Sikkim,2023-01-01,652495,2990.61,"{'Fruits': 747.6515284653626, 'Vegetables': 897.1818341584351, 'Grains': 598.1212227722901, 'Dairy': 448.59091707921755, 'Meat': 149.53030569307253, 'Processed Foods': 149.53030569307253}",Agriculture,2677.99,"{'Landfill': 1686.8522322663728, 'Composting': 369.65558033865244, 'Recycling': 391.55370741624535}",19.36,Medium,10732.47
Tamil Nadu,2023-01-01,86659124,397187.65,"{'Fruits': 99296.91334914305, 'Vegetables': 119156.29601897165, 'Grains': 79437.53067931446, 'Dairy': 59578.14800948583, 'Meat': 19859.382669828614, 'Processed Foods': 19859.382669828614}",Food Processing,449169.61,"{'Landfill': 244348.10867767423, 'Composting': 58279.543117069195, 'Recycling': 65153.19605888842}",36.11,High,189309638.41
Telangana,2023-01-01,41285700,189226.13,"{'Fruits': 47306.53198683103, 'Vegetables': 56767.83838419724, 'Grains': 37845.225589464826, 'Dairy': 28383.91919209862, 'Meat': 9461.306397366207, 'Processed Foods': 9461.306397366207}",Hospitality,201343.14,"{'Landfill': 99552.77684764264, 'Composting': 22540.13403131765, 'Recycling': 29493.33569434463}",16.53,Medium,42967833.0
Tripura,2023-01-01,3856347,17674.92,"{'Fruits': 4418.731108905042, 'Vegetables': 5302.47733068605, 'Grains': 3534.984887124034, 'Dairy': 2651.238665343025, 'Meat': 883.7462217810084, 'Processed Foods': 883.7462217810084}",Retail,18156.18,"{'Landfill': 9537.381611957693, 'Composting': 1850.6794036904805, 'Recycling': 3170.6163706707375}",17.49,High,374883.54
Uttar Pradesh,2023-01-01,236305583,1083067.26,"{'Fruits': 270766.8143414331, 'Vegetables': 324920.1772097197, 'Grains': 216613.4514731465, 'Dairy': 162460.08860485986, 'Meat': 54153.362868286626, 'Processed Foods': 54153.362868286626}",Food Processing,888612.59,"{'Landfill': 645822.5695676078, 'Composting': 221076.5102183459, 'Recycling': 121600.72965016303}",23.1,Low,1407641620.77
Uttarakhand,2023-01-01,12043093,55197.51,"{'Fruits': 13799.377722099636, 'Vegetables': 16559.25326651956, 'Grains': 11039.50217767971, 'Dairy': 8279.62663325978, 'Meat': 2759.8755444199273, 'Processed Foods': 2759.8755444199273}",Household,63191.85,"{'Landfill': 30716.6532397541, 'Composting': 13954.039308687681, 'Recycling': 6412.607260158774}",16.19,High,3656118.25
West Bengal,2023-01-01,107861558,494365.48,"{'Fruits': 123591.36913545881, 'Vegetables': 148309.64296255057, 'Grains': 98873.09530836705, 'Dairy': 74154.82148127528, 'Meat': 24718.27382709176, 'Processed Foods': 24718.27382709176}",Agriculture,443392.13,"{'Landfill': 291111.2262492681, 'Composting': 52641.52816032225, 'Recycling': 78035.5901228161}",32.15,High,293276669.28
Andhra Pradesh,2023-02-01,89685690,411059.41,"{'Fruits': 102764.85371067934, 'Vegetables': 123317.8244528152, 'Grains': 82211.88296854348, 'Dairy': 61658.9122264076, 'Meat': 20552.97074213587, 'Processed Foods': 20552.97074213587}",Food Processing,373437.56,"{'Landfill': 240245.88044392166, 'Composting': 120028.83392578451, 'Recycling': 64361.087161602976}",28.26,High,202763811.04
