Shop ID,Name,Owner Name,City,State,Latitude,Longitude,Past Performance Score (0-100),Rice Capacity (kg),Rice Current Inventory (kg),Rice Price (INR/kg),Wheat Capacity (kg),Wheat Current Inventory (kg),Wheat Price (INR/kg),Dal Capacity (kg),Dal Current Inventory (kg),Dal Price (INR/kg),Sugar Capacity (kg),Sugar Current Inventory (kg),Sugar Price (INR/kg),Oil Capacity (kg),Oil Current Inventory (kg),Oil Price (INR/kg)
984,"Nagarajan, Madan and Brahmbhatt",Hemang Ben,Mumbai,Maharashtra,19.122115941571018,72.91687108652027,86,2670,441,67.81,3564,239,83.27,1557,141,97.43,3031,102,61.77,1634,303,92.34
985,"Pradhan, Dar and Thakkar",Nakul Balakrishnan,Chennai,Tamil Nadu,13.111073825107525,80.27731806912251,77,2402,129,79.11,1332,20,84.24,4508,85,58.23,3644,343,46.47,4212,397,83.2
986,"Ben, Gola and Kapoor",Yutika D’Alia,Chennai,Tamil Nadu,13.055901818030883,80.22213814460721,59,2895,126,22.33,2940,140,77.29,2368,463,78.19,1298,465,63.4,1264,190,38.32
987,"Batra, Rattan and Biswas",Wahab Saxena,Ahmedabad,Gujarat,23.0348743084864,72.5976302624501,88,528,291,63.3,2146,264,36.34,1271,45,49.66,2937,98,96.7,3225,447,51.38
988,Mandal-Mukhopadhyay,Oni Issac,Pune,Maharashtra,18.554111962783065,73.86865262000363,66,534,113,24.23,940,138,39.78,4530,331,34.75,2511,499,36.48,3868,96,41.49
989,Chadha-Shan,Victor Choudhary,Bangalore,Karnataka,13.015441374385816,77.5860815119389,88,4089,198,76.09,2029,458,99.69,1021,496,55.45,925,317,72.39,3997,330,98.75
990,Pillay and Sons,Vedant Chaudhari,Lucknow,Uttar Pradesh,26.83575936075818,80.90313283303878,71,3170,12,24.46,3465,69,28.27,3855,237,33.26,3544,362,23.47,2172,204,88.34
991,Modi-Kibe,Nitara Iyengar,Bangalore,Karnataka,12.965829380545115,77.61533970000329,75,3865,270,92.94,2867,384,34.45,1900,9,98.56,3788,484,25.31,3905,448,94.42
992,Pillay-Tak,Thomas Borah,Jaipur,Rajasthan,26.885287546248353,75.79698518768878,93,1088,88,76.17,3786,117,30.4,4238,151,27.7,3414,82,64.15,1082,417,83.1
993,Korpal and Sons,Vedhika Bhagat,Ahmedabad,Gujarat,23.010412765837565,72.55854859436594,74,3718,214,60.59,4831,197,46.21,4843,60,67.14,1739,180,28.4,2321,136,56.51
994,Rout Inc,Maanav Kalita,Chennai,Tamil Nadu,13.096007265349952,80.26762852273258,66,3638,443,55.32,1804,204,36.81,4223,493,70.12,3891,151,21.79,1685,76,36.43
995,Pal Ltd,Pranav Ram,Chennai,Tamil Nadu,13.130811790786794,80.28565089297075,62,1403,277,30.45,3534,213,59.82,3747,17,63.05,4713,55,33.72,2137,383,36.65
996,"Andra, Nayak and Agarwal",Laban Shankar,Mumbai,Maharashtra,19.07211669012539,72.92169317919699,69,4586,446,43.28,4188,55,58.08,2358,85,72.97,4497,189,65.19,2680,36,32.13
997,"Puri, Mohanty and Chawla",Jagrati Madan,Delhi,Delhi,28.600143132261582,77.24536414212966,74,2669,473,89.52,4473,286,92.12,4564,136,29.29,3506,417,76.27,688,285,63.73
998,Wagle and Sons,Gautami Datta,Ahmedabad,Gujarat,23.066669198665803,72.53813570322367,53,839,480,92.36,1685,469,22.78,2898,400,64.4,3539,21,36.2,2246,424,93.6
999,Swamy-Bhasin,Darpan Mand,Chennai,Tamil Nadu,13.038139074852232,80.28512567236508,59,4770,202,20.06,3762,292,45.59,642,229,42.98,1098,67,73.46,4326,428,99.34
1000,Mammen Inc,Indrajit Shroff,Jaipur,Rajasthan,26.927263895676884,75.76482882134519,52,2214,73,67.53,2607,174,67.73,3351,127,95.21,2587,184,34.6,3120,484,42.98
